project_code,original_cost_cr,revised_cost_cr,expenditure_cr,cost_overrun_cr,cost_overrun_pct,delay_days,schedule_change_days,expenditure_change_cr_paimana,revision_cost_change_cr,original_cost,revised_cost,cumulative_expenditure,physical_progress_pct,expenditure_change_cr_flash,progress_change_pct,revised_cost_change_cr,previous_expenditure_cr,previous_progress_pct,flash_history_count,future_delay_flag,snapshot_year,snapshot_month_num,original_end_year,original_end_month,revised_end_year,revised_end_month,sector_freq,ministry_freq,state_freq,implementing_agency_freq
612856,164.0,0.0,71.98,0.4000000000000909,0.0630372492836754,127.0,127.0,11.450000000000005,0.0,163.61,163.61,71.98,56.0,11.450000000000005,14.0,0.0,60.53,42.0,3.0,0,2025.0,9.0,2025.0,9.0,2026.0,1.0,0.0488089073019161,0.0758674262040393,0.0468669083376488,0.0488089073019161
612856,164.0,0.0,85.07,0.4000000000000909,0.0630372492836754,127.0,127.0,13.08999999999999,0.0,163.61,163.61,85.07,62.0,13.08999999999999,6.0,0.0,71.98,56.0,4.0,0,2025.0,10.0,2025.0,9.0,2026.0,1.0,0.0488089073019161,0.0758674262040393,0.0468669083376488,0.0488089073019161
612856,164.0,0.0,88.34,0.4000000000000909,0.0630372492836754,127.0,127.0,3.2700000000000102,0.0,163.61,163.61,88.34,82.0,3.2700000000000102,20.0,0.0,85.07,62.0,5.0,1,2025.0,11.0,2025.0,9.0,2026.0,1.0,0.0488089073019161,0.0758674262040393,0.0468669083376488,0.0488089073019161
612856,164.0,0.0,111.04,0.4000000000000909,0.0630372492836754,186.0,186.0,22.700000000000003,0.0,163.61,163.61,111.04,82.0,22.700000000000003,0.0,0.0,88.34,82.0,6.0,0,2025.0,12.0,2025.0,9.0,2026.0,3.0,0.0488089073019161,0.0758674262040393,0.0468669083376488,0.0488089073019161
612856,164.0,0.0,134.08,0.4000000000000909,0.0630372492836754,186.0,186.0,23.040000000000006,0.0,163.61,163.61,134.08,83.0,23.040000000000006,1.0,0.0,111.04,82.0,7.0,0,2026.0,1.0,2025.0,9.0,2026.0,3.0,0.0488089073019161,0.0758674262040393,0.0468669083376488,0.0488089073019161
612876,474.0,474.23,167.55,0.2300000000000182,0.0485232067510586,0.0,0.0,1.5600000000000025,0.0,474.23,474.23,167.55,4.0,1.75,0.3499999999999943,0.0,381.695,73.0,1.0,0,2025.0,7.0,2029.0,12.0,2029.0,12.0,0.0244691869497669,0.02369238736406,0.0086742620403935,0.0005178663904712
612876,474.0,474.23,167.55,0.2300000000000182,0.0485232067510586,0.0,0.0,0.0,0.0,474.23,474.23,167.55,4.0,0.0,0.0,0.0,167.55,4.0,2.0,0,2025.0,8.0,2029.0,12.0,2029.0,12.0,0.0244691869497669,0.02369238736406,0.0086742620403935,0.0005178663904712
612876,474.0,474.23,167.55,0.2300000000000182,0.0485232067510586,0.0,0.0,0.0,0.0,474.23,474.23,167.55,4.0,0.0,0.0,0.0,167.55,4.0,3.0,0,2025.0,9.0,2029.0,12.0,2029.0,12.0,0.0244691869497669,0.02369238736406,0.0086742620403935,0.0009062661833247
612876,474.0,474.23,167.55,0.2300000000000182,0.0485232067510586,0.0,0.0,0.0,0.0,474.23,474.23,167.55,4.0,0.0,0.0,0.0,167.55,4.0,4.0,0,2025.0,10.0,2029.0,12.0,2029.0,12.0,0.0244691869497669,0.02369238736406,0.0086742620403935,0.0009062661833247
612876,474.0,474.23,167.55,0.2300000000000182,0.0485232067510586,0.0,0.0,0.0,0.0,474.23,474.23,167.55,4.0,0.0,0.0,0.0,167.55,4.0,5.0,0,2025.0,11.0,2029.0,12.0,2029.0,12.0,0.0244691869497669,0.02369238736406,0.0086742620403935,0.0009062661833247
612876,474.0,474.23,167.55,0.2300000000000182,0.0485232067510586,0.0,-2832.0,0.0,0.0,474.23,474.23,167.55,4.0,0.0,0.0,0.0,167.55,4.0,6.0,0,2025.0,12.0,2029.0,12.0,2022.0,3.0,0.0244691869497669,0.02369238736406,0.0086742620403935,0.0009062661833247
612876,474.0,474.23,167.55,0.2300000000000182,0.0485232067510586,0.0,-2832.0,0.0,0.0,474.23,474.23,167.55,4.0,0.0,0.0,0.0,167.55,4.0,7.0,0,2026.0,1.0,2029.0,12.0,2022.0,3.0,0.0244691869497669,0.02369238736406,0.0086742620403935,0.0009062661833247
612876,474.0,474.23,167.55,0.2300000000000182,0.0485232067510586,0.0,-2832.0,0.0,0.0,474.23,474.23,167.55,4.0,0.0,0.0,0.0,167.55,4.0,8.0,0,2026.0,2.0,2029.0,12.0,2022.0,3.0,0.0244691869497669,0.02369238736406,0.0086742620403935,0.0009062661833247
612876,474.0,474.23,167.55,0.2300000000000182,0.0485232067510586,0.0,-2832.0,0.0,0.0,474.23,474.23,167.55,4.0,0.0,0.0,0.0,167.55,4.0,9.0,0,2026.0,3.0,2029.0,12.0,2022.0,3.0,0.0244691869497669,0.02369238736406,0.0086742620403935,0.0009062661833247
612877,618.0,544.34,509.24,-73.65999999999997,-11.91909385113268,243.0,243.0,1.5600000000000025,0.0,618.34,544.34,509.24,94.0,1.75,0.3499999999999943,0.0,381.695,73.0,1.0,0,2025.0,7.0,2024.0,12.0,2025.0,8.0,0.0244691869497669,0.02369238736406,0.0011651993785603,0.0011651993785603
612877,618.0,544.34,509.55,-73.65999999999997,-11.91909385113268,243.0,243.0,0.3100000000000023,0.0,618.34,544.34,509.55,94.0,0.3100000000000023,0.0,0.0,509.24,94.0,2.0,0,2025.0,8.0,2024.0,12.0,2025.0,8.0,0.0244691869497669,0.02369238736406,0.0011651993785603,0.0011651993785603
612877,618.0,544.34,509.55,-73.65999999999997,-11.91909385113268,243.0,243.0,0.0,0.0,618.34,544.34,509.55,94.0,0.0,0.0,0.0,509.55,94.0,3.0,0,2025.0,9.0,2024.0,12.0,2025.0,8.0,0.0244691869497669,0.02369238736406,0.0011651993785603,0.0011651993785603
612877,618.0,544.34,529.9,-73.65999999999997,-11.91909385113268,243.0,243.0,20.34999999999997,0.0,618.34,544.34,529.9,96.0,20.34999999999997,2.0,0.0,509.55,94.0,4.0,0,2025.0,10.0,2024.0,12.0,2025.0,8.0,0.0244691869497669,0.02369238736406,0.0011651993785603,0.0011651993785603
612877,618.0,544.34,529.94,-73.65999999999997,-11.91909385113268,243.0,243.0,0.0400000000000773,0.0,618.34,544.34,529.94,96.0,0.0400000000000773,0.0,0.0,529.9,96.0,5.0,0,2025.0,11.0,2024.0,12.0,2025.0,8.0,0.0244691869497669,0.02369238736406,0.0011651993785603,0.0011651993785603
612877,618.0,544.34,530.45,-73.65999999999997,-11.91909385113268,243.0,243.0,0.5099999999999909,0.0,618.34,544.34,530.45,97.0,0.5099999999999909,1.0,0.0,529.94,96.0,6.0,1,2025.0,12.0,2024.0,12.0,2025.0,8.0,0.0244691869497669,0.02369238736406,0.0011651993785603,0.0011651993785603
612877,618.0,544.34,530.88,-73.65999999999997,-11.91909385113268,516.0,516.0,0.42999999999995,0.0,618.34,544.34,530.88,98.0,0.42999999999995,1.0,0.0,530.45,97.0,7.0,0,2026.0,1.0,2024.0,12.0,2026.0,5.0,0.0244691869497669,0.02369238736406,0.0011651993785603,0.0011651993785603
612877,618.0,544.34,531.44,-73.65999999999997,-11.91909385113268,516.0,516.0,0.5600000000000591,0.0,618.34,544.34,531.44,98.0,0.5600000000000591,0.0,0.0,530.88,98.0,8.0,0,2026.0,2.0,2024.0,12.0,2026.0,5.0,0.0244691869497669,0.02369238736406,0.0011651993785603,0.0011651993785603
612877,618.0,544.34,543.74,-73.65999999999997,-11.91909385113268,516.0,516.0,12.299999999999956,0.0,618.34,544.34,543.74,98.5,12.299999999999956,0.5,0.0,531.44,98.0,9.0,0,2026.0,3.0,2024.0,12.0,2026.0,5.0,0.0244691869497669,0.02369238736406,0.0011651993785603,0.0011651993785603
612883,686.0,610.76,121.56,-75.24000000000001,-10.96793002915452,0.0,-408.0,1.5600000000000025,0.0,685.76,610.76,121.56,7.0,1.75,0.3499999999999943,0.0,381.695,73.0,1.0,0,2025.0,7.0,2028.0,2.0,2026.0,12.0,0.0244691869497669,0.02369238736406,0.0084153288451579,0.0005178663904712
612883,686.0,610.76,121.56,-75.24000000000001,-10.96793002915452,0.0,-408.0,0.0,0.0,685.76,610.76,121.56,9.0,0.0,2.0,0.0,121.56,7.0,2.0,0,2025.0,8.0,2028.0,2.0,2026.0,12.0,0.0244691869497669,0.02369238736406,0.0084153288451579,0.0005178663904712
612883,686.0,610.76,121.56,-75.24000000000001,-10.96793002915452,0.0,-408.0,0.0,0.0,685.76,610.76,121.56,12.0,0.0,3.0,0.0,121.56,9.0,3.0,0,2025.0,9.0,2028.0,2.0,2026.0,12.0,0.0244691869497669,0.02369238736406,0.0084153288451579,0.0009062661833247
612883,686.0,610.76,121.56,-75.24000000000001,-10.96793002915452,0.0,-408.0,0.0,0.0,685.76,610.76,121.56,14.0,0.0,2.0,0.0,121.56,12.0,4.0,0,2025.0,10.0,2028.0,2.0,2026.0,12.0,0.0244691869497669,0.02369238736406,0.0084153288451579,0.0009062661833247
612883,686.0,610.76,121.56,-75.24000000000001,-10.96793002915452,0.0,-408.0,0.0,0.0,685.76,610.76,121.56,14.0,0.0,0.0,0.0,121.56,14.0,5.0,0,2025.0,11.0,2028.0,2.0,2026.0,12.0,0.0244691869497669,0.02369238736406,0.0084153288451579,0.0009062661833247
612883,686.0,610.76,171.56,-75.24000000000001,-10.96793002915452,0.0,-408.0,50.0,0.0,685.76,610.76,171.56,24.0,50.0,10.0,0.0,121.56,14.0,6.0,0,2025.0,12.0,2028.0,2.0,2026.0,12.0,0.0244691869497669,0.02369238736406,0.0084153288451579,0.0009062661833247
612883,686.0,610.76,171.56,-75.24000000000001,-10.96793002915452,0.0,-408.0,0.0,0.0,685.76,610.76,171.56,25.0,0.0,1.0,0.0,171.56,24.0,7.0,0,2026.0,1.0,2028.0,2.0,2026.0,12.0,0.0244691869497669,0.02369238736406,0.0084153288451579,0.0009062661833247
612883,686.0,610.76,171.56,-75.24000000000001,-10.96793002915452,0.0,-408.0,0.0,0.0,685.76,610.76,171.56,27.0,0.0,2.0,0.0,171.56,25.0,8.0,0,2026.0,2.0,2028.0,2.0,2026.0,12.0,0.0244691869497669,0.02369238736406,0.0084153288451579,0.0009062661833247
612883,686.0,610.76,283.56,-75.24000000000001,-10.96793002915452,0.0,-408.0,112.0,0.0,685.76,610.76,283.56,34.0,112.0,7.0,0.0,171.56,27.0,9.0,0,2026.0,3.0,2028.0,2.0,2026.0,12.0,0.0244691869497669,0.02369238736406,0.0084153288451579,0.0009062661833247
612885,495.0,0.0,413.57,0.4000000000000909,0.0630372492836754,1218.0,1218.0,1.5600000000000025,0.0,494.52,494.52,413.57,86.0,1.75,0.3499999999999943,0.0,381.695,73.0,1.0,0,2025.0,7.0,2022.0,3.0,2025.0,7.0,0.0244691869497669,0.02369238736406,0.0062143966856551,0.0011651993785603
612885,495.0,0.0,413.57,0.4000000000000909,0.0630372492836754,1218.0,1218.0,0.0,0.0,494.52,494.52,413.57,86.0,0.0,0.0,0.0,413.57,86.0,2.0,0,2025.0,8.0,2022.0,3.0,2025.0,7.0,0.0244691869497669,0.02369238736406,0.0062143966856551,0.0011651993785603
612885,495.0,0.0,413.57,0.4000000000000909,0.0630372492836754,1218.0,1218.0,0.0,0.0,494.52,494.52,413.57,86.0,0.0,0.0,0.0,413.57,86.0,3.0,0,2025.0,9.0,2022.0,3.0,2025.0,7.0,0.0244691869497669,0.02369238736406,0.0062143966856551,0.0011651993785603
612885,495.0,0.0,419.57,0.4000000000000909,0.0630372492836754,1218.0,1218.0,6.0,0.0,494.52,494.52,419.57,89.0,6.0,3.0,0.0,413.57,86.0,4.0,0,2025.0,10.0,2022.0,3.0,2025.0,7.0,0.0244691869497669,0.02369238736406,0.0062143966856551,0.0011651993785603
612885,495.0,0.0,422.07,0.4000000000000909,0.0630372492836754,1218.0,1218.0,2.5,0.0,494.52,494.52,422.07,90.0,2.5,1.0,0.0,419.57,89.0,5.0,1,2025.0,11.0,2022.0,3.0,2025.0,7.0,0.0244691869497669,0.02369238736406,0.0062143966856551,0.0011651993785603
612885,495.0,429.7,426.07,-65.30000000000001,-13.191919191919194,1675.0,1675.0,4.0,429.7,494.52,429.7,426.07,91.0,4.0,1.0,-64.82,422.07,90.0,6.0,0,2025.0,12.0,2022.0,3.0,2026.0,10.0,0.0244691869497669,0.02369238736406,0.0062143966856551,0.0011651993785603
612885,495.0,429.7,362.48,-65.30000000000001,-13.191919191919194,1675.0,1675.0,-63.589999999999975,0.0,8344.36,494.52,7002.68,92.0,6576.610000000001,1.0,64.82,426.07,91.0,7.0,0,2026.0,1.0,2022.0,3.0,2026.0,10.0,0.0244691869497669,0.02369238736406,0.0002589331952356,0.0011651993785603
612885,495.0,429.7,364.48,-65.30000000000001,-13.191919191919194,1675.0,1675.0,2.0,0.0,494.52,429.7,364.48,92.0,-6638.200000000001,0.0,-64.82,7002.68,92.0,8.0,0,2026.0,2.0,2022.0,3.0,2026.0,10.0,0.0244691869497669,0.02369238736406,0.0002589331952356,0.0011651993785603
612885,495.0,429.7,367.48,-65.30000000000001,-13.191919191919194,1675.0,1675.0,3.0,0.0,494.52,429.7,367.48,94.0,3.0,2.0,0.0,364.48,92.0,9.0,0,2026.0,3.0,2022.0,3.0,2026.0,10.0,0.0244691869497669,0.02369238736406,0.0062143966856551,0.0011651993785603
612894,252.0,300.45,183.36,48.44999999999999,19.22619047619047,377.0,377.0,1.5600000000000025,0.0,251.98,300.45,183.36,78.0,1.75,0.3499999999999943,0.0,381.695,73.0,1.0,0,2025.0,7.0,2024.0,11.0,2025.0,11.0,0.0244691869497669,0.02369238736406,0.0135939927498705,0.0011651993785603
612894,252.0,300.45,183.36,48.44999999999999,19.22619047619047,377.0,377.0,0.0,0.0,251.98,300.45,183.36,78.0,0.0,0.0,0.0,183.36,78.0,2.0,0,2025.0,8.0,2024.0,11.0,2025.0,11.0,0.0244691869497669,0.02369238736406,0.0135939927498705,0.0011651993785603
612894,252.0,300.45,183.44,48.44999999999999,19.22619047619047,377.0,377.0,0.079999999999984,0.0,251.98,300.45,183.44,79.0,0.079999999999984,1.0,0.0,183.36,78.0,3.0,0,2025.0,9.0,2024.0,11.0,2025.0,11.0,0.0244691869497669,0.02369238736406,0.0135939927498705,0.0011651993785603
612894,252.0,300.45,183.47,48.44999999999999,19.22619047619047,377.0,377.0,0.0300000000000011,0.0,251.98,300.45,183.47,80.0,0.0300000000000011,1.0,0.0,183.44,79.0,4.0,0,2025.0,10.0,2024.0,11.0,2025.0,11.0,0.0244691869497669,0.02369238736406,0.0135939927498705,0.0011651993785603
612894,252.0,300.45,183.56,48.44999999999999,19.22619047619047,377.0,377.0,0.0900000000000034,0.0,251.98,300.45,183.56,81.0,0.0900000000000034,1.0,0.0,183.47,80.0,5.0,1,2025.0,11.0,2024.0,11.0,2025.0,11.0,0.0244691869497669,0.02369238736406,0.0135939927498705,0.0011651993785603
612894,252.0,300.45,221.2,48.44999999999999,19.22619047619047,492.0,492.0,37.63999999999999,0.0,251.98,300.45,221.2,82.0,37.63999999999999,1.0,0.0,183.56,81.0,6.0,0,2025.0,12.0,2024.0,11.0,2026.0,3.0,0.0244691869497669,0.02369238736406,0.0135939927498705,0.0011651993785603
612894,252.0,300.45,223.36,48.44999999999999,19.22619047619047,492.0,492.0,2.160000000000025,0.0,251.98,300.45,223.36,84.0,2.160000000000025,2.0,0.0,221.2,82.0,7.0,0,2026.0,1.0,2024.0,11.0,2026.0,3.0,0.0244691869497669,0.02369238736406,0.0135939927498705,0.0011651993785603
612894,252.0,300.45,223.21,48.44999999999999,19.22619047619047,492.0,492.0,-0.1500000000000056,0.0,251.98,300.45,223.21,85.0,-0.1500000000000056,1.0,0.0,223.36,84.0,8.0,0,2026.0,2.0,2024.0,11.0,2026.0,3.0,0.0244691869497669,0.02369238736406,0.0135939927498705,0.0011651993785603
612894,252.0,300.45,223.21,48.44999999999999,19.22619047619047,492.0,492.0,0.0,0.0,251.98,300.45,223.21,85.0,0.0,0.0,0.0,223.21,85.0,9.0,0,2026.0,3.0,2024.0,11.0,2026.0,3.0,0.0244691869497669,0.02369238736406,0.0135939927498705,0.0011651993785603
612898,593.0,0.0,550.61,0.4000000000000909,0.0630372492836754,397.0,397.0,0.3400000000000318,0.0,592.61,592.61,550.61,80.0,0.3400000000000318,0.0,0.0,550.27,80.0,5.0,0,2025.0,11.0,2026.0,8.0,2026.0,6.0,0.0244691869497669,0.02369238736406,0.0058259968928016,0.000647332988089
612898,593.0,0.0,550.61,0.4000000000000909,0.0630372492836754,0.0,-730.0,0.0,0.0,592.61,592.61,550.61,80.0,0.0,0.0,0.0,550.61,80.0,6.0,0,2025.0,12.0,2026.0,8.0,2024.0,8.0,0.0244691869497669,0.02369238736406,0.0058259968928016,0.000647332988089
612898,593.0,0.0,550.61,0.4000000000000909,0.0630372492836754,0.0,-730.0,0.0,0.0,592.61,592.61,550.61,80.0,0.0,0.0,0.0,550.61,80.0,7.0,0,2026.0,1.0,2026.0,8.0,2024.0,8.0,0.0244691869497669,0.02369238736406,0.0058259968928016,0.000647332988089
612898,593.0,0.0,550.61,0.4000000000000909,0.0630372492836754,0.0,-730.0,0.0,0.0,592.61,592.61,550.61,80.0,0.0,0.0,0.0,550.61,80.0,8.0,0,2026.0,2.0,2026.0,8.0,2024.0,8.0,0.0244691869497669,0.02369238736406,0.0058259968928016,0.000647332988089
612898,593.0,0.0,551.3,0.4000000000000909,0.0630372492836754,0.0,-730.0,0.6899999999999409,0.0,592.61,592.61,551.3,80.0,0.6899999999999409,0.0,0.0,550.61,80.0,9.0,0,2026.0,3.0,2026.0,8.0,2024.0,8.0,0.0244691869497669,0.02369238736406,0.0058259968928016,0.000647332988089
612916,491.0,0.0,301.44,0.4000000000000909,0.0630372492836754,365.0,365.0,1.5600000000000025,0.0,490.63,490.63,301.44,76.0,1.75,0.3499999999999943,0.0,381.695,73.0,1.0,0,2025.0,7.0,2025.0,3.0,2026.0,3.0,0.0244691869497669,0.02369238736406,0.0651216986017607,0.0002589331952356
612916,491.0,0.0,301.44,0.4000000000000909,0.0630372492836754,365.0,365.0,0.0,0.0,490.63,490.63,301.44,76.0,0.0,0.0,0.0,301.44,76.0,2.0,0,2025.0,8.0,2025.0,3.0,2026.0,3.0,0.0244691869497669,0.02369238736406,0.0651216986017607,0.0002589331952356
612916,491.0,0.0,312.06,0.4000000000000909,0.0630372492836754,365.0,365.0,10.620000000000005,0.0,490.63,490.63,312.06,80.0,10.620000000000005,4.0,0.0,301.44,76.0,3.0,0,2025.0,9.0,2025.0,3.0,2026.0,3.0,0.0244691869497669,0.02369238736406,0.0651216986017607,0.0009062661833247
612916,491.0,0.0,313.84,0.4000000000000909,0.0630372492836754,365.0,365.0,1.7799999999999727,0.0,490.63,490.63,313.84,80.0,1.7799999999999727,0.0,0.0,312.06,80.0,4.0,0,2025.0,10.0,2025.0,3.0,2026.0,3.0,0.0244691869497669,0.02369238736406,0.0651216986017607,0.0009062661833247
612916,491.0,0.0,314.51,0.4000000000000909,0.0630372492836754,365.0,365.0,0.6700000000000159,0.0,490.63,490.63,314.51,81.0,0.6700000000000159,1.0,0.0,313.84,80.0,5.0,0,2025.0,11.0,2025.0,3.0,2026.0,3.0,0.0244691869497669,0.02369238736406,0.0651216986017607,0.0009062661833247
612916,491.0,0.0,316.05,0.4000000000000909,0.0630372492836754,365.0,365.0,1.5400000000000205,0.0,490.63,490.63,316.05,83.0,1.5400000000000205,2.0,0.0,314.51,81.0,6.0,0,2025.0,12.0,2025.0,3.0,2026.0,3.0,0.0244691869497669,0.02369238736406,0.0651216986017607,0.0009062661833247
612916,491.0,0.0,319.74,0.4000000000000909,0.0630372492836754,365.0,365.0,3.6899999999999977,0.0,490.63,490.63,319.74,83.0,3.6899999999999977,0.0,0.0,316.05,83.0,7.0,0,2026.0,1.0,2025.0,3.0,2026.0,3.0,0.0244691869497669,0.02369238736406,0.0651216986017607,0.0009062661833247
612916,491.0,0.0,323.98,0.4000000000000909,0.0630372492836754,365.0,365.0,4.240000000000009,0.0,490.63,490.63,323.98,84.0,4.240000000000009,1.0,0.0,319.74,83.0,8.0,0,2026.0,2.0,2025.0,3.0,2026.0,3.0,0.0244691869497669,0.02369238736406,0.0651216986017607,0.0009062661833247
612916,491.0,0.0,329.53,0.4000000000000909,0.0630372492836754,365.0,365.0,5.5499999999999545,0.0,490.63,490.63,329.53,84.0,5.5499999999999545,0.0,0.0,323.98,84.0,9.0,0,2026.0,3.0,2025.0,3.0,2026.0,3.0,0.0244691869497669,0.02369238736406,0.0651216986017607,0.0009062661833247
612998,367.0,397.0,339.19,30.0,8.174386920980927,487.0,487.0,1.5600000000000025,0.0,367.0,397.0,339.19,93.0,1.75,0.3499999999999943,0.0,381.695,73.0,1.0,1,2025.0,7.0,2024.0,5.0,2025.0,8.0,0.1038322112894873,0.1226048679440704,0.0178663904712584,0.0027187985499741
612998,367.0,397.0,346.18,30.0,8.174386920980927,517.0,517.0,6.990000000000009,0.0,367.0,397.0,346.18,93.0,6.990000000000009,0.0,0.0,339.19,93.0,2.0,1,2025.0,8.0,2024.0,5.0,2025.0,9.0,0.1038322112894873,0.1226048679440704,0.0178663904712584,0.0027187985499741
613793,484.0,0.0,59.03,0.4000000000000909,0.0630372492836754,397.0,397.0,-0.009999999999998,0.0,483.65,483.65,59.03,12.0,-0.009999999999998,0.0,0.0,59.04,12.0,3.0,0,2025.0,9.0,2026.0,3.0,2026.0,6.0,0.0378042465044018,0.0423355774210253,0.0357327809425168,0.00414293112377
613793,484.0,0.0,60.46,0.4000000000000909,0.0630372492836754,731.0,731.0,1.4299999999999995,0.0,483.65,483.65,60.46,12.0,1.4299999999999995,0.0,0.0,59.03,12.0,4.0,0,2025.0,10.0,2026.0,3.0,2028.0,3.0,0.0378042465044018,0.0423355774210253,0.0357327809425168,0.00414293112377
613793,484.0,0.0,60.99,0.4000000000000909,0.0630372492836754,731.0,731.0,0.5300000000000011,0.0,483.65,483.65,60.99,12.0,0.5300000000000011,0.0,0.0,60.46,12.0,5.0,0,2025.0,11.0,2026.0,3.0,2028.0,3.0,0.0378042465044018,0.0423355774210253,0.0357327809425168,0.00414293112377
613793,484.0,0.0,61.75,0.4000000000000909,0.0630372492836754,731.0,731.0,0.759999999999998,0.0,483.65,483.65,61.75,16.0,0.759999999999998,4.0,0.0,60.99,12.0,6.0,0,2025.0,12.0,2026.0,3.0,2028.0,3.0,0.0378042465044018,0.0423355774210253,0.0357327809425168,0.00414293112377
613793,484.0,0.0,63.66,0.4000000000000909,0.0630372492836754,731.0,731.0,1.9099999999999968,0.0,483.65,483.65,63.66,16.0,1.9099999999999968,0.0,0.0,61.75,16.0,7.0,0,2026.0,1.0,2026.0,3.0,2028.0,3.0,0.0378042465044018,0.0423355774210253,0.0357327809425168,0.00414293112377
613793,484.0,0.0,63.9,0.4000000000000909,0.0630372492836754,731.0,731.0,0.240000000000002,0.0,483.65,483.65,63.9,16.0,0.240000000000002,0.0,0.0,63.66,16.0,8.0,0,2026.0,2.0,2026.0,3.0,2028.0,3.0,0.0378042465044018,0.0423355774210253,0.0357327809425168,0.00414293112377
613793,484.0,0.0,69.92,0.4000000000000909,0.0630372492836754,731.0,731.0,6.020000000000003,0.0,483.65,483.65,69.92,16.79,6.020000000000003,0.7899999999999991,0.0,63.9,16.0,9.0,0,2026.0,3.0,2026.0,3.0,2028.0,3.0,0.0378042465044018,0.0423355774210253,0.0357327809425168,0.00414293112377
613795,279.0,0.0,210.07,0.4000000000000909,0.0630372492836754,91.0,91.0,1.5600000000000025,0.0,278.64,278.64,210.07,82.0,1.75,0.3499999999999943,0.0,381.695,73.0,1.0,0,2025.0,7.0,2025.0,3.0,2025.0,6.0,0.0378042465044018,0.0423355774210253,0.0332729155877783,0.0001294665976178
613795,279.0,0.0,210.07,0.4000000000000909,0.0630372492836754,91.0,91.0,0.0,0.0,278.64,278.64,210.07,82.0,0.0,0.0,0.0,210.07,82.0,2.0,0,2025.0,8.0,2025.0,3.0,2025.0,6.0,0.0378042465044018,0.0423355774210253,0.0332729155877783,0.0049197307094769
613795,279.0,0.0,210.07,0.4000000000000909,0.0630372492836754,91.0,91.0,0.0,0.0,278.64,278.64,210.07,82.0,0.0,0.0,0.0,210.07,82.0,3.0,0,2025.0,9.0,2025.0,3.0,2025.0,6.0,0.0378042465044018,0.0423355774210253,0.0332729155877783,0.0049197307094769
613800,459.0,0.0,274.35,0.4000000000000909,0.0630372492836754,365.0,365.0,1.5600000000000025,0.0,459.49,459.49,274.35,92.0,1.75,0.3499999999999943,0.0,381.695,73.0,1.0,0,2025.0,7.0,2025.0,3.0,2026.0,3.0,0.0378042465044018,0.0423355774210253,0.0332729155877783,0.0049197307094769
613800,459.0,0.0,274.35,0.4000000000000909,0.0630372492836754,365.0,365.0,0.0,0.0,459.49,459.49,274.35,92.0,0.0,0.0,0.0,274.35,92.0,2.0,0,2025.0,8.0,2025.0,3.0,2026.0,3.0,0.0378042465044018,0.0423355774210253,0.0332729155877783,0.0049197307094769
613800,459.0,0.0,274.35,0.4000000000000909,0.0630372492836754,365.0,365.0,0.0,0.0,459.49,459.49,274.35,96.0,0.0,4.0,0.0,274.35,92.0,3.0,0,2025.0,9.0,2025.0,3.0,2026.0,3.0,0.0378042465044018,0.0423355774210253,0.0332729155877783,0.0049197307094769
613800,459.0,0.0,274.35,0.4000000000000909,0.0630372492836754,365.0,365.0,0.0,0.0,459.49,459.49,274.35,96.0,0.0,0.0,0.0,274.35,96.0,4.0,0,2025.0,10.0,2025.0,3.0,2026.0,3.0,0.0378042465044018,0.0423355774210253,0.0332729155877783,0.0049197307094769
613800,459.0,0.0,274.35,0.4000000000000909,0.0630372492836754,365.0,365.0,0.0,0.0,459.49,459.49,274.35,96.0,0.0,0.0,0.0,274.35,96.0,5.0,0,2025.0,11.0,2025.0,3.0,2026.0,3.0,0.0378042465044018,0.0423355774210253,0.0332729155877783,0.0049197307094769
613800,459.0,0.0,274.35,0.4000000000000909,0.0630372492836754,365.0,365.0,0.0,0.0,459.49,459.49,274.35,96.0,0.0,0.0,0.0,274.35,96.0,6.0,0,2025.0,12.0,2025.0,3.0,2026.0,3.0,0.0378042465044018,0.0423355774210253,0.0332729155877783,0.0049197307094769
613800,459.0,0.0,274.35,0.4000000000000909,0.0630372492836754,365.0,365.0,0.0,0.0,459.49,459.49,274.35,96.0,0.0,0.0,0.0,274.35,96.0,7.0,0,2026.0,1.0,2025.0,3.0,2026.0,3.0,0.0378042465044018,0.0423355774210253,0.0332729155877783,0.0049197307094769
613800,459.0,0.0,274.35,0.4000000000000909,0.0630372492836754,365.0,365.0,0.0,0.0,459.49,459.49,274.35,96.0,0.0,0.0,0.0,274.35,96.0,8.0,1,2026.0,2.0,2025.0,3.0,2026.0,3.0,0.0378042465044018,0.0423355774210253,0.0332729155877783,0.0049197307094769
613800,459.0,0.0,275.97,0.4000000000000909,0.0630372492836754,730.0,730.0,1.6200000000000043,0.0,459.49,459.49,275.97,96.15,1.6200000000000043,0.1500000000000056,0.0,274.35,96.0,9.0,0,2026.0,3.0,2025.0,3.0,2027.0,3.0,0.0378042465044018,0.0423355774210253,0.0332729155877783,0.0049197307094769
613801,410.0,0.0,182.83,0.4000000000000909,0.0630372492836754,397.0,397.0,1.240000000000009,0.0,410.26,410.26,182.83,54.0,1.240000000000009,0.0,0.0,181.59,54.0,4.0,0,2025.0,10.0,2026.0,3.0,2026.0,6.0,0.0378042465044018,0.0423355774210253,0.0332729155877783,0.0049197307094769
